date,game_pk,matchup,category,market,selection,player_id,result,model_prob,raw_prob,ev,edge,fair_prob,bet_prob,handle_pct,bets_pct,factor,score,line,bat_xslg,bat_k_pct,bat_bb_pct,bat_singles_under,opp_starter_siera,park_factor,carry_factor,wx_hr_mult,xrd,xrd_sd
2026-07-24,823759,COL @ MIL,game,game_ml,MIL ML,,loss,0.7103111739745405,0.8285,0.1968256766968285,0.111522217334974,,,70.0,80.0,,,,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_ml,COL ML,,win,0.2116920842411039,0.16975,-0.3670406681190993,-0.1274173746986837,,,0.0,0.0,,,,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_rl,MIL -1.5,,loss,0.6026682316118935,0.675,,,,,100.0,100.0,,,-1.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_rl,COL +1.5,,win,0.6026682316118935,0.9005,,,,,0.0,0.0,,,1.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_rl,COL -1.5,,win,0.2,0.0995,,,,,,,,,-1.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_rl,MIL +1.5,,loss,0.4150485436893203,0.325,,,,,,,,,1.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Over 7.5,,loss,0.5760746210292412,0.57775,,,,,,,,,7.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Under 7.5,,win,0.4264148672641298,0.42225,,,,,100.0,100.0,,,7.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Over 8.5,,loss,0.4972430869512579,0.48625,,,,,,,,,8.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Under 8.5,,win,0.5003282716280665,0.5137499999999999,,,,,,,,,8.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Over 9.5,,loss,0.3923611111111111,0.3725,,,,,,,,,9.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Under 9.5,,win,0.6059069352955699,0.6275,,,,,,,,,9.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Over 10.5,,loss,0.3641354809615924,0.301,,,,,,,,,10.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,game,game_total,Under 10.5,,win,0.6200711351729117,0.6990000000000001,,,,,,,,,10.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_ml,MIL F5 ML,,loss,0.81999945,0.7729939897247674,,,,,,,,,,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_ml,COL F5 ML,,win,0.1315118073834776,0.1302707739243875,,,,,,,,,,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_ml,F5 Tie,,loss,0.1213872832369942,0.096735236350845,,,,,,,,,,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_total,F5 Over 4.5,,win,0.5734171246261849,0.6134612356742418,,,,,,,,,4.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_total,F5 Under 4.5,,loss,0.4265828753738149,0.3865387643257582,,,,,,,,,4.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_total,F5 Over 5.5,,loss,0.5,0.501355964424567,,,,,,,,,5.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_total,F5 Under 5.5,,win,0.5,0.498644035575433,,,,,,,,,5.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_rl,MIL F5 -0.5,,loss,0.6277235772357723,0.7729939897247674,,,,,,,,,-0.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,f5,f5_rl,COL F5 +0.5,,win,0.3495934959349593,0.2270060102752326,,,,,,,,,0.5,,,,,,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Christian Yelich H o0.5,592885.0,win,0.6331860545391784,0.717,,,,,,,1.0381665012049497,0.94,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Christian Yelich H o1.5,592885.0,loss,0.2688091157924297,0.32625,,,,,,,1.0381665012049497,0.94,1.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Christian Yelich 1B o0.5,592885.0,loss,0.4133169011386589,0.4205,,,,,,,1.0381665012049497,0.94,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Christian Yelich 2B o0.5,592885.0,loss,0.1889763779527559,0.33875,,,,,,,1.0154347954512444,0.13,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Christian Yelich HR o0.5,592885.0,win,0.1211544717180393,0.12,,,,,,,1.0381665012049497,0.94,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Christian Yelich R o0.5,592885.0,win,0.4791054488195859,0.55625,,,,,,,,,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Christian Yelich RBI o0.5,592885.0,win,0.3358585476534392,0.36625,,,,,,,1.0,0.0,0.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Christian Yelich H+R+RBI o1.5,592885.0,win,0.4852384610887834,0.61925,,,,,,,,,1.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Christian Yelich H+R+RBI o2.5,592885.0,win,0.3885051714793238,0.42825,,,,,,,,,2.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Christian Yelich TB o1.5,592885.0,win,0.4948066888179522,0.54225,,,,,,,1.0381665012049497,0.94,1.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Christian Yelich TB o2.5,592885.0,win,0.3466491019514741,0.354,,,,,,,1.0381665012049497,0.94,2.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Christian Yelich TB o3.5,592885.0,win,0.2306951130741027,0.233,,,,,,,1.0381665012049497,0.94,3.5,0.474255,0.2627737226277372,0.1167883211678832,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Jackson Chourio H o0.5,694192.0,win,0.6319118928703771,0.70725,,,,,,,1.073844647661603,2.12,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Jackson Chourio H o1.5,694192.0,loss,0.260619999904531,0.3155,,,,,,,1.073844647661603,2.12,1.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Jackson Chourio 1B o0.5,694192.0,win,0.4625149246225461,0.513,,,,,,,1.073844647661603,2.12,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Jackson Chourio 2B o0.5,694192.0,loss,0.1750398724082934,0.22175,,,,,,,1.0309057437430045,0.64,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Jackson Chourio HR o0.5,694192.0,loss,0.1507096694116202,0.15725,,,,,,,1.073844647661603,2.12,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Jackson Chourio R o0.5,694192.0,loss,0.4573248407643312,0.52275,,,,,,,,,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Jackson Chourio RBI o0.5,694192.0,loss,0.3545290558141374,0.4045,,,,,,,1.0,0.0,0.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Jackson Chourio H+R+RBI o1.5,694192.0,loss,0.492730104271654,0.596,,,,,,,,,1.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Jackson Chourio H+R+RBI o2.5,694192.0,loss,0.3953272936143787,0.428,,,,,,,,,2.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Jackson Chourio TB o1.5,694192.0,loss,0.4365562878579953,0.472,,,,,,,1.073844647661603,2.12,1.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Jackson Chourio TB o2.5,694192.0,loss,0.2808003033868394,0.2905,,,,,,,1.073844647661603,2.12,2.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Jackson Chourio TB o3.5,694192.0,loss,0.2128967188045695,0.20975,,,,,,,1.073844647661603,2.12,3.5,0.5205548076923078,0.2468354430379747,0.0632911392405063,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Brice Turang H o0.5,668930.0,win,0.6296494690411717,0.69875,,,,,,,1.0685578162704934,1.94,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Brice Turang H o1.5,668930.0,win,0.2527015870098025,0.297,,,,,,,1.0685578162704934,1.94,1.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Brice Turang 1B o0.5,668930.0,win,0.4160844019120153,0.43425,,,,,,,1.0685578162704934,1.94,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Brice Turang 2B o0.5,668930.0,loss,0.1817481399605759,0.288,,,,,,,1.0397190896236368,0.93,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Brice Turang HR o0.5,668930.0,win,0.1537575838128659,0.162,,,,,,,1.0685578162704934,1.94,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Brice Turang R o0.5,668930.0,win,0.4573248407643312,0.50825,,,,,,,,,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Brice Turang RBI o0.5,668930.0,win,0.3622656797906926,0.416,,,,,,,1.0,0.0,0.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Brice Turang H+R+RBI o1.5,668930.0,win,0.509727555201426,0.5855,,,,,,,,,1.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Brice Turang H+R+RBI o2.5,668930.0,win,0.4121491058531914,0.42775,,,,,,,,,2.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Brice Turang TB o1.5,668930.0,win,0.4591452030277294,0.49725,,,,,,,1.0685578162704934,1.94,1.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Brice Turang TB o2.5,668930.0,win,0.303721036018935,0.31175,,,,,,,1.0685578162704934,1.94,2.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Brice Turang TB o3.5,668930.0,win,0.2283770278021116,0.23,,,,,,,1.0685578162704934,1.94,3.5,0.5053185000000001,0.2516556291390728,0.0728476821192053,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,William Contreras H o0.5,661388.0,win,0.6260431425516182,0.672,,,,,,,1.070261126412432,2.0,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,William Contreras H o1.5,661388.0,win,0.2391980350374414,0.2565,,,,,,,1.070261126412432,2.0,1.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,William Contreras 1B o0.5,661388.0,win,0.4213933090799472,0.44175,,,,,,,1.070261126412432,2.0,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,William Contreras 2B o0.5,661388.0,loss,0.1750398724082934,0.22825,,,,,,,1.0343648974344384,0.75,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,William Contreras HR o0.5,661388.0,loss,0.1470662901076285,0.14975,,,,,,,1.070261126412432,2.0,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,William Contreras R o0.5,661388.0,loss,0.4573248407643312,0.51175,,,,,,,,,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,William Contreras RBI o0.5,661388.0,loss,0.3465450936533465,0.39075,,,,,,,1.0,0.0,0.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,William Contreras H+R+RBI o1.5,661388.0,win,0.4815980796285537,0.572,,,,,,,,,1.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,William Contreras H+R+RBI o2.5,661388.0,loss,0.3464871309791773,0.39325,,,,,,,,,2.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,William Contreras TB o1.5,661388.0,win,0.4256661119483864,0.44475,,,,,,,1.070261126412432,2.0,1.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,William Contreras TB o2.5,661388.0,loss,0.268530999772976,0.2695,,,,,,,1.070261126412432,2.0,2.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,William Contreras TB o3.5,661388.0,loss,0.1988918294967191,0.19,,,,,,,1.070261126412432,2.0,3.5,0.472257,0.1417910447761194,0.0820895522388059,0.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Garrett Mitchell H o0.5,669003.0,loss,0.667672597263486,0.816,,,,,,,1.205632485136355,6.47,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Garrett Mitchell H o1.5,669003.0,loss,0.337029382936887,0.43925,,,,,,,1.205632485136355,6.47,1.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Garrett Mitchell 1B o0.5,669003.0,loss,0.4694130272238463,0.52175,,,,,,,1.205632485136355,6.47,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Garrett Mitchell 2B o0.5,669003.0,loss,0.2,0.41675,,,,,,,1.1330258906203483,4.0,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Garrett Mitchell HR o0.5,669003.0,loss,0.1661865663979103,0.17175,,,,,,,1.205632485136355,6.47,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Garrett Mitchell R o0.5,669003.0,loss,0.5272727272727272,0.59525,,,,,,,,,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Garrett Mitchell RBI o0.5,669003.0,loss,0.3788501026694045,0.49725,,,,,,,1.0,0.0,0.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Garrett Mitchell H+R+RBI o1.5,669003.0,loss,0.5969536113947368,0.714,,,,,,,,,1.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Garrett Mitchell H+R+RBI o2.5,669003.0,loss,0.5197455530339478,0.54525,,,,,,,,,2.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Garrett Mitchell TB o1.5,669003.0,loss,0.5627770758122558,0.63725,,,,,,,1.205632485136355,6.47,1.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Garrett Mitchell TB o2.5,669003.0,loss,0.4105184036991685,0.4285,,,,,,,1.205632485136355,6.47,2.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Garrett Mitchell TB o3.5,669003.0,loss,0.2923954975418996,0.30125,,,,,,,1.205632485136355,6.47,3.5,0.698860843373494,0.2734375,0.078125,1.0,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Luis Lara H o0.5,800325.0,loss,0.6331860545391784,0.71525,,,,,,,1.012789960871448,0.1,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Luis Lara H o1.5,800325.0,loss,0.2638575573485839,0.31975,,,,,,,1.012789960871448,0.1,1.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Luis Lara 1B o0.5,800325.0,loss,0.4880718774027505,0.5485,,,,,,,1.012789960871448,0.1,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Luis Lara 2B o0.5,800325.0,loss,0.1748501994052864,0.211,,,,,,,1.0101703597996887,-0.05,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Luis Lara HR o0.5,800325.0,loss,0.1096189151093015,0.10575,,,,,,,1.012789960871448,0.1,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Luis Lara R o0.5,800325.0,loss,0.4573248407643312,0.49425,,,,,,,,,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Luis Lara RBI o0.5,800325.0,loss,0.3543838928657594,0.40425,,,,,,,1.0,0.0,0.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Luis Lara H+R+RBI o1.5,800325.0,loss,0.4843159032100143,0.6035,,,,,,,,,1.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Luis Lara H+R+RBI o2.5,800325.0,loss,0.3521418559919547,0.41525,,,,,,,,,2.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Luis Lara TB o1.5,800325.0,loss,0.4283944063812839,0.4555,,,,,,,1.012789960871448,0.1,1.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Luis Lara TB o2.5,800325.0,loss,0.2663021299179747,0.265,,,,,,,1.012789960871448,0.1,2.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Luis Lara TB o3.5,800325.0,loss,0.1815892769330211,0.169,,,,,,,1.012789960871448,0.1,3.5,0.453407142857143,0.1290322580645161,0.1612903225806451,,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Jake Bauers H o0.5,641343.0,win,0.6259848699337995,0.67,,,,,,,1.1487311117678063,4.59,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_h,Jake Bauers H o1.5,641343.0,loss,0.2380133147364552,0.25575,,,,,,,1.1487311117678063,4.59,1.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_1b,Jake Bauers 1B o0.5,641343.0,win,0.4173794186502778,0.43825,,,,,,,1.1487311117678063,4.59,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_2b,Jake Bauers 2B o0.5,641343.0,loss,0.1745007717176277,0.21,,,,,,,1.0889188922874389,2.55,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hr,Jake Bauers HR o0.5,641343.0,loss,0.1633183396475154,0.1695,,,,,,,1.1487311117678063,4.59,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_r,Jake Bauers R o0.5,641343.0,loss,0.4573248407643312,0.51175,,,,,,,,,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_rbi,Jake Bauers RBI o0.5,641343.0,loss,0.3538032410722473,0.40325,,,,,,,1.0,0.0,0.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Jake Bauers H+R+RBI o1.5,641343.0,loss,0.5218197476704642,0.5665,,,,,,,,,1.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_hrr,Jake Bauers H+R+RBI o2.5,641343.0,loss,0.3884957452648916,0.39825,,,,,,,,,2.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
2026-07-24,823759,COL @ MIL,batter,batter_tb,Jake Bauers TB o1.5,641343.0,loss,0.4252854197019356,0.44325,,,,,,,1.1487311117678063,4.59,1.5,0.5936823529411765,0.3308270676691729,0.150375939849624,4.5,4.513,101.0,1.0,1.00721134,3.526,4.15810341381741
